description,rate
wybicie linię trendu spadkowego,1
odleszczanie trwa,1
wasko super wyniki spółka niedowartościowana,0
dzisiejsze słabe wyniki tp sa źle wróżą netii,0
super dywidenda firmie qumak,0
netia potencjałem wzrostów,2
kontrola,1
stowarzyszenie inwestorów indywidualnych opracowało raport netii,0
dywidenda,0
formacja harmoniczna zakończy spadki netii,1
żadnej dywidendy skup akcji,0
netia zostanie przejęta wypłaci dywidendę,0
wyniki,0
odleszczona,1
netia dywidenda,0
dywidenda skup,0
prześledziłem notowania neti takiego spadku historii,1
przyspieszenie spadków wykres at,1
wzrosty,2
wzrosty,2
wzrosty lubią ciszę,2
oponeo raport mln zysku netto,0
netia szanse wybić letniej konsolidacji,0
potencjał wzrostu,2
powoduej spadki,1
trend wzrostowy,2
netia opór zatrzymał wzrosty,2
netia śmieszna spółka jutro wyniki,0
dywidenda akcję zasięgu ręki,0
mamy dobre wyniki cena docelowa zeta,0
wyjaśniły powody spadkowej korekty net,1
niezle wyniki,0
konsolidacja,0
raport iiq,0
niebawem wzrosty,2
netia sa ogłasza wyniki pierwszy kwartał,0
netia wzrosty dzien dzien,2
netia raport cyt razie rozbieżności wersją angielską,0
netia szykują sie wzrosty,2
netia przejdziemy pow wówczas spora szansa wzrosty,2
netia powolny ciągły wzrost,2
wyniki iii q,0
przyczyny wzrostu hipotezy,2
wzrost spadek netii,2
stratum raportach zeszły rok zyski,0
leszcz niedługo gonić pociąg,1
maj r raport,0
leszcz oddaje obroty wzrastajom d,1
wyniki super,0
jutro wodospad szacunki mega słabe,1
zarząd pge rekomenduje niewypłacenie dywidendy,0
at mało miejsca spadku wartość księgowa zł,1
marca wyniki początek wzrostów kogeneracji,2
kogeneracja brak popytu wpierw spadki potem powrót wzrostów,1
akcje skupowane wyniki kwartału,0
dywidenda,0
raport espi,0
potencjał wzrosty kogeneracji,2
pge pokazało wyniki wysoko konsensus skkładowa kgn ciho siedzi,0
oze potencjał wzrosty kogeneracji,2
dywidenda hipoteza,0
wzrosty dopiero zaczynają,2
wyniki szacunkowe rok,0
wzrostu energi węglówek sty wobec sty,2
at ładne wybicie konsoli ładna luka startowa,0
moze zmiana polityki dywidendowej,0
czekamy szacunkowe wyniki rok,0
raport stona spółka gotówki wycena,0
wróbelki ćwierkają dywidendzie,0
kogeneracja letniej fazie konsolidacji,0
kogeneracja potencjałem wzrostu wróci dywidenda,2
wzrosty,2
super wyniki,0
rok dywidenda,0
zbieranie akcji,0
piękne wyniki ciekawe perspektywy,0
dywidenda,0
roboczo przyjąć przyszły rok dywidendę,0
pakować wyniki uzasadniają takiego spadku,1
raport roczny,0
ciepło zimą wyniki kgn ciążyć pge,0
darek komentował wyniki kogenery,0
wyniki,0
warto wejść dywidenda,0
nowy raport stronie,0
raport iq zysk netto pln,0
dywidenda zł,0
dywidenda kogenery,0
dodali nowy raport,0
dodali nowy raport,0
dywidenda ec zielona gora wplyw wynik,0
nowy raport,0
nowy raport ze spółki,0
wezwanie wyniki dywidenda,0
nowy raport,0
nowy raport,0
otrzymał dywidendę,0
dywidenda kogeneracja,0
dywidenda plus super wynik mamy perełkę,0
dywidenda,0
dywidenda plz akcja nieżle,0
raporcie małych wzrostach skończy,2
dywidenda,0
świeca mówi siebie korekta wzrostu,2
skup dywidendę plz,0
przyspieszenie raportu q,0
raport jasne,0
koniec spadków,1
dobre wyniki q góry,0
dywidenda,0
warfama szansa kilkaset procent wzrostu,2
wzrost kursu akcji kogeneracji,2
formacja anty zgona pewne wzrosty,2
snw ogłosi wyniki v q słownie piąty kwartał,0
formacja odwrócony młot prognoza odwrócenia trendu spadkowego,1
wstyd wyniki rewelacyjne perspektywy lepsze sypiecie,1
korekta raportu pasuje,0
wyniki q decydujące kursu najbliższe miesiące,0
pasuje raport sprzedajcie,0
raport powyżej oczekiwań analityków,0
raport tragedia,0
c dowalili raportem pieca super,0
rewelacyjny raport,0
espi raport,0
uwaga naganiacza akysz,1
jutro raport sesji,0
dywidenda,0
gr dywidendy,0
sanwl skazany wzrost,2
naganiacze spadki,1
książkowy wzrost sanwila,2
wikana przyspiesza wyniki ciekawe sanwil,0
glc miało mega wyniki kurs stoi,0
początek wzrostow,2
dalej wierzycie zbieranie,0
możliwa dywidenda,0
tygodniu szacunkowe wyniki sanwila pojawią,0
wstrzymać zakupami sanwilu raport koniec kwietnia,0
zbieranie,0
espi wisi powietrzu,0
coraz bliżej raportu espi miesiąc oficjalnym raportem,0
dywidenda,0
sanwil zanotował największy wzrost swig,2
dalej wierzycie zbieranie wyższych poziomach,0
bankier odnotował wzrost sanwil,2
wyglądac zdrowy wzrost,2
sanwil król wzrostów gpw r,2
wyniki q,0
naganiacze spadki polecam artykuł pulsie biznesu,1
zostawię szykują rekordowe wyniki,0
widzę poranne łowy leszcza udane,1
sanwil ubierają covida,1
mała prośba tutejszych podbijać trolli,1
przyniesie marzec rok temu początkiem wzrostu sanwilu,2
wikanie ostre wzrosty,2
prezes wiszący leszcz mass,1
zaraz minus,1
przestańcie końcu sypać akcjami,1
kres sółek produkujących espi,0
utrata kontroli,1
espi nastepnym tygodniu,0
mała firemka tyle jadu troli wylewa,1
wyniki marcu,0
spadki,1
wyniki szacunkowe lutego,0
dzisiejsze spadki,1
dzisiejsze spadki,1
wielka trójco nadawac spadki,1
raport temat branż istotnych sanwil,0
styczen prowzrostowy,2
zwyciestwo trumpa zainicjuje wzrosty,2
kurs latał okolicacha raportem q,0
potrwa odpornosc sanwilu wzrosty,2
mega wycena wzrosty,2
orlenu sanwil schettino nagania,1
wzrosty wchodzimy swig,2
samych wzrostów,2
wyniki zaq,0
spokój leszczyno spekuła juz,1
moze zwały raportach ulica myślała,0
wejściu swig bedzie jakieś espi,0
wzrosty info wadliwej szczepionce,2
strasznie sanwil bezinteresowne trolle spadkowe super,1
podstawy takich spadków,1
moglibyscie poczekac wywalaniem raportu q,0
uciekajcie gniota zarabiają sanmedzie,1
espi sanwil krv wchodzą swig,0
dywidenda,0
opteam # # # zaliczka dywidenda zł,0
trend spadkowy,1
kurde kiedys glownie raportem q napakowałem korek,0
ostatnie espi umowie arm pojawiło sie dni raporcie,0
jaka logika spadkow raport dobry,1
espi,0
pamietam zeus abc inni naganiali q sanwil forum,1
zysk netto wzrost kw kw,2
raportach zwykle nastepuje realizacja zyskow jesli,0
poniedziałku zacznie wzrost pln,2
analiza raportu,0
sie nauczyć czytac raport,0
rozmowy nt raportu trollingu zarejestrowanych,1
najazd trolli ze spółdzielni spodziewał d,1
raport dobry miłego weekendu cierpliwym,0
podsumowując dyskusje zorientowanych raport dobry,0
wyniki kurs zero obroty tys zł niezłe jaja,0
raport dający odpór pesymistom,0
zgodnie oczekiwaniami kiepski raport,0
espi,0
raport espi kwartał,0
obstawiamy wyniki,0
espi zmiana terminu publikacji raportu,0
znam wyniki,0
wyniki,0
raport,0
jutro wyniki podadzą sesją,0
dywidendy plw ultimate reszta grupy,0
zaczyna sie mocny trend wzrostowy zl czeka,2
riot control simulator,1
wzrosty spadki,1
ultimate chce wypłacić zysku netto rok zł dywidendy akcje,0
dywidenda ladna dywidenda,0
niezłe wyniki poprawa,0
urodzinki dywidenda ziko zwiastun thiefa dzis d,0
dywidenda,0
wyniki ankiety dotyczącej dywidendy,0
rewelacyjne wyniki ultgames mln zysku brutto,0
dywidenda,0
dywidenda zł,0
zaraz wspólnik sypał minus,1
trolle wyją wzrosty,1
zysk netto wzrost r r c sektor,2
dywidenda,0
rewelacyjne wyniki ultgames mln zysku netto,0
troli spadkowych,1
wyniki,0
trolle wyją wzrosty,1
jednostkowy zysk dywidenda,0
grupa punk pirate jutro wyniki,0
raport kosmos,0
raport dawno cenie,0
raport,0
gruby naganiaj,1
serio minusie,1
raport,0
dywidenda nowe info,0
sprzedawać poniżej zł będziecie żałować,2
szczerze jakieś powody wzrostów,2
jedziem góre leszcze,1
bywają wzrosty,2
dywidendy przewidywalnie,0
tutejszym trollem spadkowym,1
mamy wysyp gier chyba hita city eye,1
sprzedawać poniżej zł,2
myślicie info chinach da impuls wzrostów,2
haahahahhaa trolle xdddd,1
pójdzie nadwyżka gotówki dywidenda skup akcji,0
trzepanie leszczyny zaraz startujemy rakietttttta,1
rośnie minus grane,1
dobra cena wzrostem dokupiłem,2
dywidenda,0
premiera mr prepper konsole,0
dywidenda zaniżać,0
witam pytanie sprawie dywidendy proszę pomoc,0
przenoszą wyniki ciekawe hehehe,0
zmiana terminu raportu,0
sprzedawać spadnie proste,2
spokojnie nowe gry ba pewno wzrosty,2
manipulacja sprzedawać,2
steruje kursem sprzedawać,2
steruje kursem sprzedawać,2
ultimate game potencjał wzrostów,2
spółka jesteś małe playway wzrosty,2
sprzedawać trollom chyba ze zł,1
trolle wyją znaczy ze wzrosty,1
wystawcie zł trolle kupią,1
trolle sprzedają takiej niskiej cenie,1
trolle sprzedają takiej niskiej cenie,1
sprzedawać będziecie żałować,2
sprzedawać cena śmieszna,2
raport switchu wraz rankingiem polskich spolek,0
gra fishing simulator wzrosty,2
pytanko dywidenda mieć akcje,0
dywidenta,0
rzędu sesja spadkowa,1
stockwatch dywidendzie,0
wolę małe spadki,1
szacunkowy skonsolidowany zysk netto mln zł,0
dywidenda,0
ciekawe trolla itp zniknęły,1
dywidenda info zysku netto ulg przeznacza dywidendę,0
spokojnie minus jutro plus szansa wybicie,1
lista trolli,1
patron wzrostów ulg,2
wyniki robią wrażenie,0
szacunkowe wyniki skonsolidowane,0
moderator usuwa posty dzialasz trollami spadkowymi,1
opowieść leszczach czekających pln,1
spójrzcie cdr takich wzrostach pomarzyć,2
takich spadków spodziewałem,1
najprawdopodobniej ostatnia podbitka ubranie ulicy,1
zaraz oficjalne wyniki up up up,0
odjazd leszcze płaczą dzida,1
dywidenda wyższa rok temu wywiad,0
spójrzcie dcr kolejny dzień silnych wzrostów,2
inwazja troli perełce,1
uwaga wysyp frustratow ze spolek krzakow hakowcow c,1
sprzedawać durzę wzrosty,2
wyniki,0
sprzedawać takiej śmiesznej cenie,2
wodospad minusie męczysław ratuj,1
szacunkowe wyniki,0
męczysław troll czytać wdawać dyskusje ignorować,1
ostre wzrosty gpw perła,2
nowy rok zmieniło męczuś nadal nagania,1
nadciąga wyjątkowo dobry raport końcu,0
najbliższe tygodnie znakiem wzrostów gamingu ultgames,2
trolle cdr fajnie odpoczac ekipy wzajemnej adoracji,1
myślicie warto łapać spadające noże takim wodospadzie kupować,1
chętnych sprzedarz wzrostach,2
dzis wzrost plw mln,2
macie moc ulg silnych wzrostach świecie okolica,2
konsole napędzają wyniki ultimate game,0
skok przychodów konsol mln,0
massakra raport longdawn oczekiwania byly wieksze,0
opublikowali wyniki kurs zaczarowany chce ruszyć,0
wyniki q v kapitalizacja,0
wyniki,0
wyniki finansowe juz sa,0
męczysław trollu donoś moderatora,1
męczysław trollu zł pisałeś urośnie,1
potrollowalem forum foreverena movie,1
troll męczysław kwi kwi natarciu podbijajcie wątków,1
odpowiadać trollowi męczysławowi,1
podbijać wątków trolla męczysława,1
widzicie rynek zareagował wyniki,0
oceniacie wyniki chyba rewelacji,0
jutro leszczyna pkcem akcje,1
wzrost zysku netto kwartałach,2
szacunkowe wyniki całkiem całkiem,0
dywidenda,0
uważajcie raport słabiutki zapowiada,0
zauważyliście spadków spółka pierwsza wzrostów ostatnia,1
ulg top największych spadków gpw niezła perła,1
builder of egypt portujemy konsole info zmiotło,0
rekordowe wyniki,0
zł daje c wynikach prognozowana stopa dywidency,0
troli naganiaczy spekulantów trzymać dystans,1
niestety trend spadkowy rozpędza źle wygląda,1
rosnąć wyniki,0
wyniki całkiem dobre,0
dzisiejszym spadku dużym obrocie,1
najslabsze psychicznie sie wysypaly startujemy,1
trole ujadają karawana jedzie dalej,1
wzrost pozycji gotowkowej miliona pln kwartal,2
krotny wzrost zysku netto względem okresu porównywalnego,2
zysk ze sprzedaży akcji czytać raport,0
umiem czytać raportów pomóżcie,0
fatalne perspektywy wishlista wzrost czerwiec,2
lecimy artifex mundi art lepsza stabilność kursu trend wzrostowy,2
wyniki iii kwartał tzn prognozy,0
xyz zaczą naganiać ulg sprzedał,1
szansa dwukrotny wzrost kursu cfg,2
wzrost wza,2
dywidenda zł ludzie robicie,0
dywidenda walnym,0
wyniki up up up,0
e urząd wysypał,1
solidne fundamenty ogromne możliwości wzrostu,2
rekomendacje kupuj trend wzrostowy dywidenda,2
grudnia raport roczny najlepsze wyniki kilku,0
wyniki żenada,0
wyniki idealne,0
wyniki,0
korekta wczorańszych wzrostuw rozpoczenta cel,2
uwaga ubieranie rozpoczente,1
korekta wczorańszych wzrostuw,2
nadchodzacych spadkach sgnu covid pokona,1
kurs górę poznał wyniki kwartalne,0
sypie,1
espi,0
końcu wysypie pln,1
wyniki,0
powodem spadków,1
value fiz dywidenda mobruk,0
artykuł nt raportu,0
raport,0
karmienie leszcza ciong dalszy,1
trend spadkowy,1
dobie spadków wig stygnity rodzynek,1
info http pb pl sygnity szok ubrany,1
piatek raport,0
sesji raport,0
hossa informatyczna wyniki zaskoczą mega pozytywnie,0
fakty sypie głównych,1
zaczynamy spadki pln,1
czytać raporty ze zrozumieniem efekty,0
leszczyki racje technicznie katastrofa,1
sypie ostrzegałem wczoraj,1
polecam poczytać raport zanim kupicie uwaga,0
raport odgrzewany kotlet hehehee,0
okazja wysypać dobrej cenie,1
idzie zwała pierwszy wysypie lepszy,1
wyniki,0
ostrzegam ludzie widzicie sypać nowej emisji,1
sypią nowej emisji dawać nawidły,1
raport roczny,0
zeta totalna porażka,1
ubrani wystąp oddać szacun zeta,1
dobre wyniki poniedziałek przekroczy zł,0
św mikołaj jednostkowy skonsolidowany raport roczny grudnia,0
uu uu uu duże obroty spadki odwrót zeta,1
smród pozdrowienia ubranych,1
nakarmili leszcza,1
nowe info mln roszczeń powód spadków xx pln,1
info jutro wodospad kolejne roszczenia kwotę ok mln,1
info informować knf,1
średnia kupna zł odbije kiedyś czekam jużna wzrosty,2
knf informować,1
zawiesić notowania niech knf zweryfikuje konta głównych akcjon,1
akcji wysypane lipca brak info knf,1
mln akcji wysypał knf brak info zmniejszeniu,1
knf zgłosić komisji sprawdzenie rachunków maklerskich,1
sypali wór rozerwał cena max,1
sypią hi hih hiiii,1
sypie,1
sygnity silna poprawa wyników nagły wzrost notowań,2
wzrost,2
wyniki,0
publikacja skonsolidowanego raportu iii kwartał obrotowego,0
dobre wyniki półrocza ważnych gazetach portalach biznesu,0
dzisaj wyniki półrocza,0
wizerunkowo totalna porażka,1
fajne wyniki,0
wyniki finansowe,0
wyniki,0
dobre infa wyniki kurs doł,0
sytuacja wymyka spod kontroli,1
nowy raport dostępny,0
leszcz nakarmiony czas spóścić wode ze stawu,1
nastempni ubrani ubieraniu końca,1
podwójny szczyt wieższczy spadki,1
dostępny nowy raport,0
niepowszczymamy spadków rozsondnie mówionc,1
dzień dywidend ustalony dzień lipca,0
stagnacja pszedspadkowa,1
kontrolowane ubieranie rozpocznete,1
nowy raport dostępny,0
wydalanie ubranek leszcza rozpoczente,1
kurs wzrostnoł dziewienciorgiem akcji śmiech sali,2
ubierajom falami jutro sztorm,1
niniejszym ogłaszam koniec wzrostowej korekty sygnity,2
pojawił nowy raport,0
up up wracamy wzrostów,2
karmienie leszcza,1
wzrosty,2
dodali nowy raport,0
energa enea tauron wzrostów,2
obroty jasne koniec wzrostów,2
zebrali leszcz prawa zarobić,1
stado ujadających leszczy ostatnia szansa,1
nowy raport ze spółki,0
wzrost firm v,2
wyniki pierwsz kwartał,0
wyniki,0
rekomendacja pln dnia dzisiejszego sprzedawać,2
raport,0
wyniki grubo,0
wyniki q mln zł netto,0
wyniki dno wodorostami,0
dm boś zapowiada zaskakująco dobre wyniki,0
wygląda jedynym hamulecm wzrostów wyniki q,2
jutro wyniki kiepskie stąd wywalanie,0
przeliczone wyniki testów,0
wyniki słabiutkie kiepsko widzę,0
raport,0
wyniki,0
poniedziałek wyniki,0
kurcze pieczone odlotowe wyniki brawo voxel,0
raport,0
raport półroczny,0
wow wyniki zysk netto yoy,0
przebicie szczytu motorem dalszego wzrostu,2
dywidenda żenada,0
dodali nowy raport,0
nowy raport stronie,0
nowy raport stronie,0
nowy raport,0
udostępnili raport,0
nowy raport ze spółki,0
nowy raport,0
dodali nowy raport,0
jutro wyniki obrotów,0
udostępnili raport,0
nowy raport,0
dobry raport dostępny,0
raport,0
nowy raport,0
raport dostępny,0
raport dostępny,0
nowy raport dostępny,0
voxel wpłaci zł dywidendy akcję łącznie wypłatę,0
espi,0
voxel wracamy trendu wzrostowego,2
wyniki,0
voxel czas wzrosty,2
super wyniki kw br,0
zmiana daty raportu,0
voxel strach myśleć kurs wyniki dalej rosnąć,0
fantastyczne wyniki kw,0
lawinowy wzrost liczby badań sky be the limit,2
zatrzymają spadki voxelu,1
voxel złożył prospekt emisyjny knf,1
wawel dywidenda,0
dywidenda,0
wyniki,0
porownanie perspektyw wzrostu kusru spolek spozywczych gpw nc,2
naganiaja kupno rzekomo kupuja raptem akcji,1
wyniki,0
dostalem dywidendy,0
sprzedaje poniedziałek dywidenda,0
dywidenda,0
stoi batonem m blokuje wzrost,2
dywidenda,0
wyniki skrócie,0
wawel nadal konsolidacji spółka notuje mln zł zysku iii kw,0
raport,0
wyniki,0
spadki zł,1
trend spadkowy długoterminowy zaklinać rzeczywistości,1
zł dywidendy akcję r,0
wyniki,0
oczekiwaniu raport kwaralny,0
raport rynku akcji wawel,0
nowy raport,0
nowy raport dostępny,0
dywidenda,0
nowy raport stronie,0
wyniki q,0
raport,0
dobry raport dostępny,0
wzrost,2
nowy raport,0
raport kwartalny,0
wyniki dramat,0
wyniki dobre,0
spadki,1
raport,0
raport,0
jakieś wnioski ewentualnych wzrostów spadków,1
wawel s szansą skokowy wzrost wyników ocena spółki,2
przebita linia średnioterminowego trendu spadkowego,1
dywidendy,0
dywidenda,0
dywidenda,0
dywidenda,0
dywidenda,0
dywidenta,0
spadki najbardziej realne,1
wawel sygnały świadczące wzrostach,2
wawel dywidenda analiza,0
sezon dywidendę wawel aktualna tabela dywidend,0
re wyniki super,0
wzrost,2
iv skokowy wzrost przychodów zysków,2
dopiero wzrostu samego dołka zł wawel kupuj zeta,2
r czwartek raport półrocze,0
wawel sa zmiana terminu przekazania raportu kwartalnego,0
wawel proponuje wypłatę zł dywidendy akcję,0
wawel sa akceptacja rn wniosku zarządu sprawie wypłacania dywide,0
wawel sa deklaracja dywidendy,0
wczoraj wawel ogłosił wyniki zobaczcie dzieje,0
wawel ciacho dywidenda zyski perspektywy,0
raport wawelu,0
dopiero wzrostu samego dołka zł,2
swjeta idom pkekny kwartal sie zapowjada dywidenda powrut zl,0
zna datę dywidendy,0
wartośc ksiegowa pewno dywidenda,0
dywidenda,0
dostępny nowy raport,0
udostępnili raport,0
dodali nowy raport,0
nowy raport dostępny,0
pozytywny raport,0
wyniki słabe obniżona prognoza dramat,0
raport spółki,0
raport dostępny,0
raport dostępny,0
raport spółki,0
nowy raport,0
pojawił raport,0
nowy raport,0
pojawił raport,0
zetkama wzrosty rosnące obroty tworzy kolejny wyższy dołek,2
zetkama kanał wzrostowy,2
zetkama dynamicznym trendzie wzrostowym dalej kupować,2
zetkama cena zysk polska grupa odl wyniki podobne,0
spadki,1
zetkama konsolidacja trendzie wzrostowym,2
b dobre wyniki zapowiedź dynamicznych wzrostów kursu,2
spółka mocnym trendzie wzrostowym,2
szykuje dywidenda,0
wyniki,0
wyniki,0
zmiana terminu raportu kw,0
wyniki,0
zetkana wzrost przychdów zawarty cenie,2
raport roczny,0
raport,0
zetkama wzrost reakcji nowe prognozy,2
raport,0
zetkama kontynuacja wzrostów,2
zetkama wybicie konsolidacji,0
zetkama ktorej wyniki,0
będziemy wkrótce korekcie spadku free float minimalny,1
knf manipulatorami,1
dobry raport wrazeniem zrobili,0
pozorny wzrost,2
dywidendy mało,0
jaka dywidendę liczycie,0
rekomendacja dywidendy,0
fantastyczne wyniki gratuluję,0
raport,0
dywidenda,0
